"","Cites","Authors","Title","Year","Source","Publisher","ArticleURL","CitesURL","GSRank","QueryDate","Type","DOI","ISSN","CitationURL","Volume","Issue","StartPage","EndPage","ECC","CitesPerYear","CitesPerAuthor","AuthorCount","Age","Abstract","FullTextURL","RelatedURL"
"56",330,"BB Bederson","Fisheye menus",2000,"Proceedings of the 13th annual ACM symposium on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/354401.354782","https://scholar.google.com/scholar?cites=13463061263596285925&as_sdt=2005&sciodt=0,5&hl=en",243,"2023-02-22 14:50:27","PDF","10.1145/354401.354782",NA,NA,NA,NA,NA,NA,330,14.35,330,1,23,"We introduce “fisheye menus” which apply traditional fisheye graphical visualization techniques to linear menus. This provides for an efficient mechanism to select items from …","https://dl.acm.org/doi/pdf/10.1145/354401.354782","https://scholar.google.com/scholar?q=related:5W_6jeNm1roJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"57",329,"DS Tan, GG Robertson, M Czerwinski","Exploring 3D navigation: combining speed-coupled flying with orbiting",2001,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/365024.365307","https://scholar.google.com/scholar?cites=2041537641290554318&as_sdt=2005&sciodt=0,5&hl=en",222,"2023-02-22 14:50:27","","10.1145/365024.365307",NA,NA,NA,NA,NA,NA,329,14.95,110,3,22,"We present a task-based taxonomy of navigation techniques for 3D virtual environments, used to categorize existing techniques, drive exploration of the design space, and inspire …","https://dl.acm.org/doi/pdf/10.1145/365024.365307","https://scholar.google.com/scholar?q=related:zlu2EKv_VBwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"58",322,"DF Jerding, JT Stasko","The information mural: A technique for displaying and navigating large information spaces",1998,"IEEE Transactions on Visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/722299/","https://scholar.google.com/scholar?cites=2925849056855751833&as_sdt=2005&sciodt=0,5&hl=en",246,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,322,12.88,161,2,25,"Information visualizations must allow users to browse information spaces and focus quickly on items of interest. Being able to see some representation of the entire information space …","https://ieeexplore.ieee.org/iel4/2945/15606/00722299.pdf","https://scholar.google.com/scholar?q=related:mXxMJDe0migJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"59",319,"B Arons","SpeechSkimmer: a system for interactively skimming recorded speech",1997,"ACM Transactions on Computer-Human Interaction …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/244754.244758","https://scholar.google.com/scholar?cites=465434735117416249&as_sdt=2005&sciodt=0,5&hl=en",252,"2023-02-22 14:50:27","","10.1145/244754.244758",NA,NA,NA,NA,NA,NA,319,12.27,319,1,26,"Listening to a speech recording is much more difficult than visually scanning a document because of the transient and temporal nature of audio. Audio recordings capture the …","https://dl.acm.org/doi/pdf/10.1145/244754.244758","https://scholar.google.com/scholar?q=related:OTfN9GyOdQYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"60",318,"D Rocchesso, R Bresin, M Fernstrom","Sounding objects",2003,"IEEE MultiMedia","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1195160/","https://scholar.google.com/scholar?cites=14304420046521635633&as_sdt=2005&sciodt=0,5&hl=en",223,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,318,15.9,106,3,20,"Interactive systems, virtual environments, and information display applications need dynamic sound models rather than faithful audio reproductions. This implies three levels of …","https://ieeexplore.ieee.org/iel5/93/26879/01195160.pdf","https://scholar.google.com/scholar?q=related:MRPmhj6Cg8YJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"61",310,"J Hindmarsh, M Fraser, C Heath, S Benford…","Fragmented interaction: establishing mutual orientation in virtual environments",1998,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/289444.289496","https://scholar.google.com/scholar?cites=1268855234177901393&as_sdt=2005&sciodt=0,5&hl=en",247,"2023-02-22 14:50:27","PDF","10.1145/289444.289496",NA,NA,NA,NA,NA,NA,310,12.4,62,5,25,"s paper explores and evaluates the support for objectfocused cotiaboration provided by a destiop CoUaborative Virtual Environment me system was usd to support an experimental …","https://dl.acm.org/doi/pdf/10.1145/289444.289496","https://scholar.google.com/scholar?q=related:UaOR4BzhmxEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"62",308,"T Grossman, D Wigdor, R Balakrishnan","Multi-finger gestural interaction with 3d volumetric displays",2004,"Proceedings of the 17th annual …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1029632.1029644","https://scholar.google.com/scholar?cites=2044464165812623227&as_sdt=2005&sciodt=0,5&hl=en",224,"2023-02-22 14:50:27","","10.1145/1029632.1029644",NA,NA,NA,NA,NA,NA,308,16.21,103,3,19,"Volumetric displays provide interesting opportunities and challenges for 3D interaction and visualization, particularly when used in a highly interactive manner. We explore this area …","https://dl.acm.org/doi/pdf/10.1145/1029632.1029644","https://scholar.google.com/scholar?q=related:e9dGp1NlXxwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"63",300,"P Baudisch, N Good, P Stewart","Focus plus context screens: combining display technology with visualization techniques",2001,"Proceedings of the 14th annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/502348.502354","https://scholar.google.com/scholar?cites=16953885581419492053&as_sdt=2005&sciodt=0,5&hl=en",230,"2023-02-22 14:50:27","","10.1145/502348.502354",NA,NA,NA,NA,NA,NA,300,13.64,100,3,22,"Computer users working with large visual documents, such as large layouts, blueprints, or maps perform tasks that require them to simultaneously access overview information while …","https://dl.acm.org/doi/pdf/10.1145/502348.502354","https://scholar.google.com/scholar?q=related:1TIgWxxNSOsJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"64",298,"YB Shrinivasan, JJ Van Wijk","Supporting the analytical reasoning process in information visualization",2008,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1357054.1357247","https://scholar.google.com/scholar?cites=13860615781257431912&as_sdt=2005&sciodt=0,5&hl=en",196,"2023-02-22 14:50:27","","10.1145/1357054.1357247",NA,NA,NA,NA,NA,NA,298,19.87,149,2,15,"This paper presents a new information visualization framework that supports the analytical reasoning process. It consists of three views-a data view, a knowledge view and a …","https://dl.acm.org/doi/pdf/10.1145/1357054.1357247","https://scholar.google.com/scholar?q=related:aMsFyp3MWsAJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"65",296,"M Mills, J Cohen, YY Wong","A magnifier tool for video data",1992,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/142750.142764","https://scholar.google.com/scholar?cites=14173888208232179251&as_sdt=2005&sciodt=0,5&hl=en",306,"2023-02-22 14:50:27","","10.1145/142750.142764",NA,NA,NA,NA,NA,NA,296,9.55,99,3,31,"We describe an interface prototype, the Hierarchical Video Magnifier, which allows users to work with a video source at fine-levels of detail while maintaining an awareness of temporal …","https://dl.acm.org/doi/pdf/10.1145/142750.142764","https://scholar.google.com/scholar?q=related:M-bGmTrEs8QJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"66",294,"E Rennison","Galaxy of news: An approach to visualizing and understanding expansive news landscapes",1994,"Proceedings of the 7th annual ACM symposium on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/192426.192429","https://scholar.google.com/scholar?cites=3419937342353094939&as_sdt=2005&sciodt=0,5&hl=en",302,"2023-02-22 14:50:27","","10.1145/192426.192429",NA,NA,NA,NA,NA,NA,294,10.14,294,1,29,"The Galaxy of News system embodies an approach to visualizing large quantities of independently authored pieces of information, in this case news stories. At the heart of this …","https://dl.acm.org/doi/pdf/10.1145/192426.192429","https://scholar.google.com/scholar?q=related:G7kMreQOdi8J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"67",287,"MST Carpendale, DJ Cowperthwaite…","Extending distortion viewing from 2D to 3D",1997,"IEEE Computer …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/595268/","https://scholar.google.com/scholar?cites=15713891897992294163&as_sdt=2005&sciodt=0,5&hl=en",265,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,287,11.04,96,3,26,"Addresses the visual exploration of 3D information layouts. Several visual exploration techniques have been proposed for 2D information layouts. Many of these try to take …","https://ieeexplore.ieee.org/iel1/38/13035/00595268.pdf","https://scholar.google.com/scholar?q=related:Ey-46mz1EtoJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"68",285,"F Van Ham, A Perer","“Search, show context, expand on demand”: supporting large graph exploration with degree-of-interest",2009,"IEEE Transactions on Visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5290699/","https://scholar.google.com/scholar?cites=2048165541221165775&as_sdt=2005&sciodt=0,5&hl=en",4,"2023-02-22 14:54:27","","",NA,NA,NA,NA,NA,NA,285,20.36,143,2,14,"A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such …","https://ieeexplore.ieee.org/iel5/2945/5290686/05290699.pdf","https://scholar.google.com/scholar?q=related:z-quRbWLbBwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"69",285,"F Van Ham, A Perer","“Search, show context, expand on demand”: supporting large graph exploration with degree-of-interest",2009,"IEEE Transactions on Visualization and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5290699/","https://scholar.google.com/scholar?cites=2048165541221165775&as_sdt=2005&sciodt=0,5&hl=en",188,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,285,20.36,143,2,14,"A common goal in graph visualization research is the design of novel techniques for displaying an overview of an entire graph. However, there are many situations where such …","https://ieeexplore.ieee.org/iel5/2945/5290686/05290699.pdf","https://scholar.google.com/scholar?q=related:z-quRbWLbBwJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"70",283,"M McGuffin, R Balakrishnan","Acquisition of expanding targets",2002,"Proceedings of the SIGCHI conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/503376.503388","https://scholar.google.com/scholar?cites=10237657722765245262&as_sdt=2005&sciodt=0,5&hl=en",232,"2023-02-22 14:50:27","","10.1145/503376.503388",NA,NA,NA,NA,NA,NA,283,13.48,142,2,21,"There exist several user interface widgets that dynamically grow in size in response to the user's focus of attention. Some of these, such as icons in toolbars, expand to facilitate their …","https://dl.acm.org/doi/pdf/10.1145/503376.503388","https://scholar.google.com/scholar?q=related:Tvt0GXV3E44J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"71",273,"BB Bederson, A Clamage, MP Czerwinski…","DateLens: A fisheye calendar interface for PDAs",2004,"ACM Transactions on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/972648.972652","https://scholar.google.com/scholar?cites=5140020759534092131&as_sdt=2005&sciodt=0,5&hl=en",264,"2023-02-22 14:50:27","","10.1145/972648.972652",NA,NA,NA,NA,NA,NA,273,14.37,68,4,19,"Calendar applications for small handheld devices are growing in popularity. This led us to develop DateLens, a novel calendar interface for PDAs designed to support complex tasks …","https://dl.acm.org/doi/pdf/10.1145/972648.972652","https://scholar.google.com/scholar?q=related:Y78p1qUFVUcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"72",271,"DF Jerding, JT Stasko, T Ball","Visualizing interactions in program executions",1997,"… of the 19th international conference on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/253228.253356","https://scholar.google.com/scholar?cites=6331249674355617259&as_sdt=2005&sciodt=0,5&hl=en",285,"2023-02-22 14:50:27","PDF","10.1145/253228.253356",NA,NA,NA,NA,NA,NA,271,10.42,90,3,26,"Implementing, validating, modifying, or reengineering an object-oriented system requires an understanding of the object and class interactions which occur as a program executes. This …","https://dl.acm.org/doi/pdf/10.1145/253228.253356","https://scholar.google.com/scholar?q=related:6y1G0Age3VcJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"73",270,"ST Dumais, J Nielsen","Automating the assignment of submitted manuscripts to reviewers",1992,"Proceedings of the 15th annual international …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/133160.133205","https://scholar.google.com/scholar?cites=11003188872738869882&as_sdt=2005&sciodt=0,5&hl=en",204,"2023-02-22 14:50:27","","10.1145/133160.133205",NA,NA,NA,NA,NA,NA,270,8.71,135,2,31,"The 117 manuscripts submitted for the Hypertext'91 conference were assigned to members of the review committee, using a variety of automated methods based on information …","https://dl.acm.org/doi/pdf/10.1145/133160.133205","https://scholar.google.com/scholar?q=related:epIhfPsts5gJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"74",270,"C Schwesig, I Poupyrev, E Mori","Gummi: a bendable computer",2004,"… of the SIGCHI conference on Human …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/985692.985726","https://scholar.google.com/scholar?cites=12736157121453064908&as_sdt=2005&sciodt=0,5&hl=en",231,"2023-02-22 14:50:27","","10.1145/985692.985726",NA,NA,NA,NA,NA,NA,270,14.21,90,3,19,"Gummi is an interaction technique and device concept based on physical deformation of a handheld device. The device consists of several layers of flexible electronic components …","https://dl.acm.org/doi/pdf/10.1145/985692.985726","https://scholar.google.com/scholar?q=related:zILFQ2zrv7AJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"75",267,"S Jul, GW Furnas","Critical zones in desert fog: aids to multiscale navigation",1998,"Proceedings of the 11th annual ACM symposium on …","dl.acm.org","https://dl.acm.org/doi/pdf/10.1145/288392.288578","https://scholar.google.com/scholar?cites=3551562362046457931&as_sdt=2005&sciodt=0,5&hl=en",262,"2023-02-22 14:50:27","PDF","10.1145/288392.288578",NA,NA,NA,NA,NA,NA,267,10.68,134,2,25,"In this paper, we introduce the problem of “desert fog,” a condition wherein a view of an information world contains no information on which to base navigational decisions. We …","https://dl.acm.org/doi/pdf/10.1145/288392.288578","https://scholar.google.com/scholar?q=related:SyhtuyavSTEJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"76",267,"AK Karlson, BB Bederson, J SanGiovanni","AppLens and launchTile: two designs for one-handed thumb use on small devices",2005,"Proceedings of the SIGCHI …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/1054972.1055001","https://scholar.google.com/scholar?cites=3957015141925841443&as_sdt=2005&sciodt=0,5&hl=en",259,"2023-02-22 14:50:27","","10.1145/1054972.1055001",NA,NA,NA,NA,NA,NA,267,14.83,89,3,18,"We present two interfaces to support one-handed thumb use for PDAs and cell phones. Both use Scalable User Interface (ScUI) techniques to support multiple devices with different …","https://dl.acm.org/doi/pdf/10.1145/1054972.1055001","https://scholar.google.com/scholar?q=related:I-pUcU4k6jYJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"77",265,"MST Carpendale, C Montagnese","A framework for unifying presentation space",2001,"Proceedings of the 14th annual ACM …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/502348.502358","https://scholar.google.com/scholar?cites=421243223057724177&as_sdt=2005&sciodt=0,5&hl=en",269,"2023-02-22 14:50:27","","10.1145/502348.502358",NA,NA,NA,NA,NA,NA,265,12.05,133,2,22,"Making effective use of the available display space has long been a fundamental issue in user interface design. We live in a time of rapid advances in available CPU power and …","https://dl.acm.org/doi/pdf/10.1145/502348.502358","https://scholar.google.com/scholar?q=related:EXNlwnqO2AUJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"78",255,"J Yang, W Peng, MO Ward…","Interactive hierarchical dimension ordering, spacing and filtering for exploration of high dimensional datasets",2003,"IEEE Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1249015/","https://scholar.google.com/scholar?cites=5470688179885209705&as_sdt=2005&sciodt=0,5&hl=en",239,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,255,12.75,64,4,20,"Large number of dimensions not only cause clutter in multi-dimensional visualizations, but also make it difficult for users to navigate the data space. Effective dimension management …","https://core.ac.uk/download/pdf/47187431.pdf","https://scholar.google.com/scholar?q=related:aXj8JurJ60sJ:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"79",253,"F Van Ham, JJ Van Wijk","Interactive visualization of small world graphs",2004,"IEEE Symposium on Information …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/1382909/","https://scholar.google.com/scholar?cites=11406198100837831738&as_sdt=2005&sciodt=0,5&hl=en",267,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,253,13.32,127,2,19,"Many real world graphs have small world characteristics, that is, they have a small diameter compared to the number of nodes and exhibit a local cluster structure. Examples are social …","https://ieeexplore.ieee.org/iel5/9496/30135/01382909.pdf","https://scholar.google.com/scholar?q=related:OpQsdr30Sp4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
"80",252,"MAD Storey, HA Muller","Manipulating and documenting software structures using SHriMP views",1995,"Proceedings of International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/526549/","https://scholar.google.com/scholar?cites=3379367897766396296&as_sdt=2005&sciodt=0,5&hl=en",300,"2023-02-22 14:50:27","","",NA,NA,NA,NA,NA,NA,252,9,126,2,28,"An effective approach to program understanding involves browsing, exploring, and creating views that document software structures at different levels of abstraction. While exploring the …","https://ieeexplore.ieee.org/iel3/4043/11593/00526549.pdf","https://scholar.google.com/scholar?q=related:iIG5xzLt5S4J:scholar.google.com/&scioq=&hl=en&as_sdt=2005&sciodt=0,5"
